200.18	4826.5
200.99	4870.8
201.81	4917.8
202.63	4972.2
203.45	5039.3
204.27	5204.1
205.08	5221.3
205.9	5186.5
206.72	5217.9
207.54	5324
208.36	5326.1
209.17	5313.7
209.99	5411.8
210.81	5421.2
211.63	5439.8
212.45	5474.5
213.26	5529.9
214.08	5451.9
214.9	5463.8
215.72	5516.3
216.54	5517
217.35	5420.7
218.17	5462.3
218.99	5538.2
219.81	5458.3
220.63	5441.1
221.44	5461.2
222.26	5536.7
223.08	5703.8
223.9	5734.7
224.72	5761.2
225.53	5768.7
226.35	5714.4
227.17	5777.1
227.99	5822.5
228.81	5866.8
229.62	5955.2
230.44	5924.8
231.26	5840.5
232.08	5763.3
232.9	5788.1
233.71	5783.9
234.53	5729.8
235.35	5646.8
236.17	5569.9
236.99	5617.8
237.81	5623.3
238.62	5603
239.44	5600.3
240.26	5625.3
241.08	5674.1
241.9	5704
242.71	5651.2
243.53	5661
244.35	5606.9
245.17	5592.4
245.99	5769.3
246.8	5701.3
247.62	5663.7
248.44	5665.7
249.26	5706.2
250.08	5598
250.89	5643.2
251.71	5745
252.53	5785.5
253.35	5790
254.17	5742.5
254.98	5724.9
255.8	5818.8
256.62	5849
257.44	5822.6
258.26	5805.6
259.07	5854
259.89	5866.8
260.71	5933
261.53	5950.2
262.35	5850
263.16	5859.4
263.98	5808.9
264.8	5766.2
265.62	5774.8
266.44	5820.7
267.25	5860.2
268.07	5867.8
268.89	5836.6
269.71	5833.8
270.53	5906.9
271.34	5972
272.16	5993.5
272.98	5987.3
273.8	5982.4
274.62	5964.9
275.43	5944.9
276.25	5999.7
277.07	6034.5
277.89	6063.2
278.71	6079.3
279.52	6043.4
280.34	6056.4
281.16	6022
281.98	5956.3
282.8	5965.8
283.61	6055.3
284.43	6055.1
285.25	6031.2
286.07	6187.7
286.89	6142.5
287.7	6173
288.52	6221.2
289.34	6143.2
290.16	6163.3
290.98	6131.2
291.79	6074.6
292.61	6038.5
293.43	6260.4
294.25	6253.9
295.07	6162.4
295.88	6129
296.7	6129.8
297.52	6266
298.34	6369.4
299.16	6329.5
299.97	6237.2
300.79	6252.9
301.61	6270.5
302.43	6248.7
303.25	6270.5
304.06	6288.2
304.88	6296.4
305.7	6306.3
306.52	6374
307.34	6376.5
308.15	6372.3
308.97	6368.7
309.79	6348.3
310.61	6395.3
311.43	6396.3
312.24	6371.4
313.06	6389.8
313.88	6438
314.7	6431.1
315.52	6398.2
316.33	6384.9
317.15	6444.9
317.97	6481.9
318.79	6522
319.61	6582.8
320.42	6525.3
321.24	6465.2
322.06	6428.2
322.88	6443.1
323.7	6617.2
324.51	6555.3
325.33	6512
326.15	6547.7
326.97	6504.2
327.79	6526.4
328.6	6493.3
329.42	6452.2
330.24	6600.3
331.06	6589.7
331.88	6556.9
332.69	6543.1
333.51	6588.2
334.33	6489.5
335.15	6558.3
335.97	6653.5
336.78	6623.9
337.6	6646
338.42	6737
339.24	6777.9
340.06	6717.6
340.87	6770
341.69	6883.8
342.51	6952.3
343.33	6942.1
344.15	6884.2
344.96	7032.5
345.78	7045.2
346.6	6969.8
347.42	7084.7
348.24	7216
349.05	7209.1
349.87	7128.8
350.69	7083.3
351.51	7142.4
352.33	7150.9
353.14	7149.8
353.96	7161.9
354.78	7034.2
355.6	7130.4
356.42	7081.8
357.23	6831.5
358.05	6936
358.87	6950.9
359.69	6964.2
360.51	6962.5
361.32	6857.9
362.14	6866.1
362.96	6929.4
363.78	6949.3
364.6	6801.6
365.41	6899.6
366.23	6900.3
367.05	6913.2
367.87	7008.6
368.69	6989.7
369.5	6981.9
370.32	6974.9
371.14	6981.5
371.96	7073.9
372.78	6966.4
373.59	6938.4
374.41	6969.2
375.23	6900.1
376.05	7008.6
376.87	7018
377.68	6949.8
378.5	6858.2
379.32	6965.1
380.14	7044.7
380.96	7077.2
381.78	7062.1
382.59	7061.2
383.41	7167.9
384.23	7134.8
385.05	7008
385.87	7100.8
386.68	7111.4
387.5	7109.7
388.32	7140.7
389.14	7250.6
389.96	7199.2
390.77	7175.7
391.59	7153.8
392.41	7116.2
393.23	7073.7
394.05	7115.3
394.86	7137.7
395.68	7119.1
396.5	7094.6
397.32	7013.1
398.14	7060.3
398.95	7213.3
399.77	7403.4
400.59	7263.1
401.41	7178.7
402.23	7202.3
403.04	7329.8
403.86	7287.3
404.68	7342.6
405.5	7349.6
406.32	7312.6
407.13	7371.5
407.95	7327.9
408.77	7369.1
409.59	7415.2
410.41	7346.4
411.22	7421.7
412.04	7468.3
412.86	7463.6
413.68	7429.7
414.5	7567
415.31	7509.2
416.13	7490.8
416.95	7524.7
417.77	7507.5
418.59	7651.5
419.4	7648.7
420.22	7559.1
421.04	7476.5
421.86	7550.3
422.68	7439.6
423.49	7437.6
424.31	7577.5
425.13	7481.7
425.95	7472.5
426.77	7456
427.58	7460.8
428.4	7551.2
429.22	7543.4
430.04	7513.4
430.86	7476.4
431.67	7447.7
432.49	7457.7
433.31	7487.3
434.13	7492.1
434.95	7481.1
435.76	7502.1
436.58	7550.8
437.4	7579.7
438.22	7585.3
439.04	7571.7
439.85	7585.5
440.67	7610.6
441.49	7659.5
442.31	7715.6
443.13	7711
443.94	7656.8
444.76	7654.5
445.58	7660.1
446.4	7609.7
447.22	7673
448.03	7695.6
448.85	7698.1
449.67	7667.6
450.49	7503.3
451.31	7668.9
452.12	7768.6
452.94	7763.4
453.76	7704.5
454.58	7804.8
455.4	7853.7
456.21	7874.4
457.03	7874.4
457.85	7810.9
458.67	7697.2
459.49	7729.4
460.3	7891.2
461.12	8078.3
461.94	7892
462.76	7992.1
463.58	8130
464.39	8128.6
465.21	8009.6
466.03	8055.2
466.85	7986.4
467.67	7913
468.48	8144.8
469.3	8144.5
470.12	8124.6
470.94	8069
471.76	7982.4
472.57	7968.6
473.39	7975
474.21	7941
475.03	7888.7
475.85	7882.2
476.66	7974.5
477.48	7891.3
478.3	7804.8
479.12	7826.9
479.94	7902
480.75	7963
481.57	7986.9
482.39	7971.6
483.21	7924.3
484.03	8103.5
484.84	8112.4
485.66	8032.2
486.48	7939.3
487.3	7934.7
488.12	7989.9
488.93	7991.9
489.75	7953
490.57	7924
491.39	8038.4
492.21	8024.5
493.02	7970.2
493.84	7947.1
494.66	8043.1
495.48	7924.7
496.3	8008
497.11	8168.5
497.93	8194.9
498.75	8024.3
499.57	8204.6
500.39	8261.8
501.2	8079.2
502.02	7846.9
502.84	8027.9
503.66	8093.4
504.48	8017
505.29	7877.9
506.11	8172.4
506.93	8177.8
507.75	8091.4
508.57	8019.5
509.38	8056
510.2	8001.9
511.02	8071.8
511.84	8131.9
512.66	8121
513.48	8157.6
514.29	8163
515.11	8184.3
515.93	8191.1
516.75	8138.5
517.57	8062.5
518.38	8079.2
519.2	8086.2
520.02	8051.2
520.84	8001.5
521.66	8081.1
522.47	8056.9
523.29	8010.3
524.11	8031.6
524.93	8177.4
525.75	8199.7
526.56	8142.2
527.38	8075.8
528.2	8091.6
529.02	8094.5
529.84	8083.4
530.65	8070.1
531.47	8105.3
532.29	8326.9
533.11	8287.5
533.93	8255.7
534.74	8254
535.56	8261.5
536.38	8145.6
537.2	8169.1
538.02	8243.2
538.83	8290
539.65	8224.9
540.47	8154.1
541.29	8192.7
542.11	8208.1
542.92	8171.1
543.74	8202.4
544.56	8277.6
545.38	8266.8
546.2	8282.8
547.01	8387.2
547.83	8267.2
548.65	8225.3
549.47	8201.2
550.29	8243.3
551.1	8420.4
551.92	8268
552.74	8231.3
553.56	8294.3
554.38	8371.5
555.19	8273.9
556.01	8403.2
556.83	8330
557.65	8219.8
558.47	8220.8
559.28	8383.4
560.1	8411.9
560.92	8424.8
561.74	8430
562.56	8421.5
563.37	8456.7
564.19	8430.4
565.01	8484.7
565.83	8538.6
566.65	8383.7
567.46	8457.2
568.28	8469.8
569.1	8434.1
569.92	8390.1
570.74	8427.3
571.55	8450.2
572.37	8415.3
573.19	8450.3
574.01	8588.5
574.83	8526.6
575.64	8463
576.46	8352
577.28	8329.4
578.1	8507.2
578.92	8515.9
579.73	8464.9
580.55	8430.8
581.37	8431.7
582.19	8465.8
583.01	8694.5
583.82	8618
584.64	8577.9
585.46	8621.8
586.28	8529.1
587.1	8668.5
587.91	8690.1
588.73	8671.9
589.55	8691.2
590.37	8820.8
591.19	8744.1
592	8763.4
592.82	8768.2
593.64	8680
594.46	8667.7
595.28	8824.4
596.09	8865.1
596.91	8834.5
597.73	8815.5
598.55	8662.8
599.37	8637.1
600.18	8650.7
601	8691.9
601.82	8772.7
602.64	8900.9
603.46	8898.9
604.27	8935.7
605.09	8967.9
605.91	8826.3
606.73	8788.9
607.55	8905
608.36	8973.7
609.18	8917.5
610	8772.1
610.82	8884.3
611.64	8879.6
612.45	8816
613.27	8770.9
614.09	8851.3
614.91	8839.7
615.73	8855.6
616.54	8820
617.36	8699.3
618.18	8578.5
619	8702.1
619.82	8775.6
620.63	8795.3
621.45	8784.8
622.27	8753
623.09	8781.9
623.91	8759.6
624.72	8740.3
625.54	8776.5
626.36	8800.8
627.18	8774.3
628	8706.8
628.81	8668.9
629.63	8731
630.45	8893.2
631.27	8798
632.09	8720
632.9	8749
633.72	8872.2
634.54	8690.7
635.36	8619.9
636.18	8690.3
636.99	8793.2
637.81	8795.9
638.63	8839.9
639.45	8800.1
640.27	8720.5
641.08	8668.6
641.9	8714.4
642.72	8811
643.54	8756.3
644.36	8718.4
645.17	8704.8
645.99	8663.5
646.81	8688
647.63	8829.7
